164,164,Noctowl,100,50,50,70,76,96,0,2,127,0,15,51
165,165,Ledyba,40,20,30,55,40,80,6,2,127,4,68,48
166,166,Ledian,55,35,50,85,55,110,6,2,127,4,68,48
167,167,Spinarak,40,60,40,30,40,40,6,3,127,4,68,15
168,168,Ariados,70,90,70,40,60,60,6,3,127,4,68,15
169,169,Crobat,85,90,80,130,70,80,3,2,127,0,39,0
170,170,Chinchou,75,38,38,67,56,56,11,13,127,5,10,35
171,171,Lanturn,125,58,58,67,76,76,11,13,127,5,10,35
172,172,Pichu,20,40,15,60,35,35,13,13,127,0,9,0
173,173,Cleffa,50,25,28,15,45,55,0,0,191,4,56,0
174,174,Igglybuff,90,30,15,15,40,20,0,0,191,4,56,0
175,175,Togepi,35,20,65,20,40,65,0,0,31,4,55,32
176,176,Togetic,55,40,85,40,80,105,0,2,31,4,55,32
177,177,Natu,40,50,45,70,70,45,14,2,127,0,28,48
178,178,Xatu,65,75,70,95,95,70,14,2,127,0,28,48
179,179,Mareep,55,40,40,35,65,45,13,13,127,3,9,0
180,180,Flaaffy,70,55,55,45,80,60,13,13,127,3,9,0
181,181,Ampharos,90,75,75,55,115,90,13,13,127,3,9,0
182,182,Bellossom,75,80,85,50,90,100,12,12,127,3,34,0
183,183,Marill,70,20,50,40,20,50,11,11,127,4,47,37
184,184,Azumarill,100,50,80,50,50,80,11,11,127,4,47,37
185,185,Sudowoodo,70,100,115,30,30,65,5,5,127,0,5,69
186,186,Politoed,90,75,75,70,90,100,11,11,127,3,11,6
187,187,Hoppip,35,35,40,50,35,55,12,2,127,3,34,0
188,188,Skiploom,55,45,50,80,45,65,12,2,127,3,34,0
189,189,Jumpluff,75,55,70,110,55,85,12,2,127,3,34,0
190,190,Aipom,55,70,55,85,40,55,0,0,127,4,50,53
191,191,Sunkern,30,30,30,30,30,30,12,12,127,3,34,0
192,192,Sunflora,75,75,55,30,105,85,12,12,127,3,34,0
193,193,Yanma,65,65,45,95,75,45,6,2,127,0,3,14
194,194,Wooper,55,45,45,15,25,25,11,4,127,0,6,11
195,195,Quagsire,95,85,85,35,65,65,11,4,127,0,6,11
196,196,Espeon,65,65,60,110,130,95,14,14,31,0,28,0
197,197,Umbreon,95,65,110,65,60,130,17,17,31,0,28,0
198,198,Murkrow,60,85,42,91,85,42,17,2,127,3,15,0
199,199,Slowking,95,75,80,30,100,110,11,14,127,0,12,20
200,200,Misdreavus,60,60,60,85,85,85,7,7,127,4,26,0
201,201,Unown,48,72,48,48,72,48,14,14,255,0,26,0
202,202,Wobbuffet,190,33,58,33,33,58,14,14,127,0,23,0
203,203,Girafarig,70,80,65,85,90,65,0,14,127,0,39,48
204,204,Pineco,50,65,90,15,35,35,6,6,127,0,5,0
205,205,Forretress,75,90,140,40,60,60,6,8,127,0,5,0
206,206,Dunsparce,100,70,70,45,65,65,0,0,127,0,32,50
207,207,Gligar,65,75,105,85,35,65,4,2,127,3,52,8
208,208,Steelix,75,85,200,30,55,65,8,4,127,0,69,5
209,209,Snubbull,60,80,50,30,40,40,0,0,191,4,22,50
210,210,Granbull,90,120,75,45,60,60,0,0,191,4,22,22
211,211,Qwilfish,65,95,75,85,55,55,11,3,127,0,38,33
212,212,Scizor,70,130,100,65,55,80,6,8,127,0,68,0
213,213,Shuckle,20,10,230,5,10,230,6,5,127,3,5,0
214,214,Heracross,80,125,75,85,40,95,6,1,127,5,68,62
215,215,Sneasel,55,95,55,115,35,75,17,15,127,3,39,51
216,216,Teddiursa,60,80,50,40,50,50,0,0,127,0,53,0
217,217,Ursaring,90,130,75,55,75,75,0,0,127,0,62,0
218,218,Slugma,40,40,40,20,70,40,10,10,127,0,40,49
219,219,Magcargo,50,50,120,30,80,80,10,5,127,0,40,49
220,220,Swinub,50,50,40,50,30,30,15,4,127,5,12,0
221,221,Piloswine,100,100,80,50,60,60,15,4,127,5,12,0
222,222,Corsola,55,55,85,35,65,85,11,5,191,4,55,30
223,223,Remoraid,35,65,35,65,65,35,11,11,127,0,55,0
224,224,Octillery,75,105,75,45,105,75,11,11,127,0,21,0
225,225,Delibird,45,55,45,75,65,45,15,2,127,4,72,55
226,226,Mantine,65,40,70,70,80,140,11,2,127,5,33,11
227,227,Skarmory,65,80,140,70,40,70,8,2,127,5,51,5
228,228,Houndour,45,60,30,65,80,50,17,10,127,5,48,18
229,229,Houndoom,75,90,50,95,110,80,17,10,127,5,48,18
230,230,Kingdra,75,95,95,85,95,95,11,16,127,0,33,0
231,231,Phanpy,90,60,60,40,40,40,4,4,127,0,53,0
232,232,Donphan,90,120,120,50,60,60,4,4,127,0,5,0
233,233,Porygon2,85,80,90,60,105,95,0,0,255,0,36,0
234,234,Stantler,73,95,62,85,85,65,0,0,127,5,22,0
235,235,Smeargle,55,20,35,75,20,45,0,0,127,4,20,0
236,236,Tyrogue,35,35,35,35,35,35,1,1,0,0,62,0
237,237,Hitmontop,50,95,95,70,35,110,1,1,0,0,22,0
238,238,Smoochum,45,30,15,65,85,65,15,14,254,0,12,0
239,239,Elekid,45,63,37,95,65,55,13,13,63,0,9,0
240,240,Magby,45,75,37,83,70,55,10,10,63,0,49,0
241,241,Miltank,95,80,105,100,40,70,0,0,254,5,47,0
242,242,Blissey,255,10,10,55,75,135,0,0,254,4,30,32
243,243,Raikou,90,85,75,115,115,100,13,13,255,5,46,0
244,244,Entei,115,115,85,100,90,75,10,10,255,5,46,0
245,245,Suicune,100,75,115,85,90,115,11,11,255,5,46,0
246,246,Larvitar,50,64,50,41,45,50,5,4,127,5,62,0
247,247,Pupitar,70,84,70,51,65,70,5,4,127,5,61,0
248,248,Tyranitar,100,134,110,61,95,100,5,17,127,5,45,0
249,249,Lugia,106,90,130,110,90,154,14,2,255,5,46,0
250,250,Ho-oh,106,130,90,90,110,154,10,2,255,5,46,0
251,251,Celebi,100,100,100,100,100,100,14,12,255,3,30,0
277,252,Treecko,40,45,35,70,65,55,12,12,31,3,65,0
278,253,Grovyle,50,65,45,95,85,65,12,12,31,3,65,0
279,254,Sceptile,70,85,65,120,105,85,12,12,31,3,65,0
280,255,Torchic,45,60,40,45,70,50,10,10,31,3,66,0
281,256,Combusken,60,85,60,55,85,60,10,1,31,3,66,0
282,257,Blaziken,80,120,70,80,110,70,10,1,31,3,66,0
283,258,Mudkip,50,70,50,40,50,50,11,11,31,3,67,0
284,259,Marshtomp,70,85,70,50,60,70,11,4,31,3,67,0
285,260,Swampert,100,110,90,60,85,90,11,4,31,3,67,0
286,261,Poochyena,35,55,35,35,30,30,17,17,127,0,50,0
287,262,Mightyena,70,90,70,70,60,60,17,17,127,0,22,0
288,263,Zigzagoon,38,30,41,60,30,41,0,0,127,0,53,0
289,264,Linoone,78,70,61,100,50,61,0,0,127,0,53,0
290,265,Wurmple,45,45,35,20,20,30,6,6,127,0,19,0
291,266,Silcoon,50,35,55,15,25,25,6,6,127,0,61,0
292,267,Beautifly,60,70,50,65,90,50,6,2,127,0,68,0
293,268,Cascoon,50,35,55,15,25,25,6,6,127,0,61,0
294,269,Dustox,60,50,70,65,50,90,6,3,127,0,19,0
295,270,Lotad,40,30,30,30,40,50,11,12,127,3,33,44
296,271,Lombre,60,50,50,50,60,70,11,12,127,3,33,44
297,272,Ludicolo,80,70,70,70,90,100,11,12,127,3,33,44
298,273,Seedot,40,40,50,30,30,30,12,12,127,3,34,48
299,274,Nuzleaf,70,70,40,60,60,40,12,17,127,3,34,48
300,275,Shiftry,90,100,60,80,90,60,12,17,127,3,34,48
301,290,Nincada,31,45,90,40,30,30,6,4,127,1,14,0
302,291,Ninjask,61,90,45,160,50,50,6,2,127,1,3,0
303,292,Shedinja,1,90,45,40,30,30,6,7,255,1,25,0
304,276,Taillow,40,55,30,85,30,30,0,2,127,3,62,0
305,277,Swellow,60,85,60,125,50,50,0,2,127,3,62,0
306,285,Shroomish,60,40,60,35,40,60,12,12,127,2,27,0
307,286,Breloom,60,130,80,70,60,60,12,1,127,2,27,0
308,327,Spinda,60,60,60,60,60,60,0,0,127,4,20,0
309,278,Wingull,40,30,30,85,55,30,11,2,127,0,51,0
310,279,Pelipper,60,50,100,65,85,70,11,2,127,0,51,0
311,283,Surskit,40,30,32,65,50,52,6,11,127,0,33,0
312,284,Masquerain,70,60,62,60,80,82,6,2,127,0,22,0
313,320,Wailmer,130,70,35,60,70,35,11,11,127,2,41,12
314,321,Wailord,170,90,45,60,90,45,11,11,127,2,41,12
315,300,Skitty,50,45,45,50,35,35,0,0,191,4,56,0
316,301,Delcatty,70,65,65,70,55,55,0,0,191,4,56,0
317,352,Kecleon,60,90,70,40,60,120,0,0,127,3,16,0
318,343,Baltoy,40,40,55,55,40,70,4,14,255,0,26,0
319,344,Claydol,60,70,105,75,70,120,4,14,255,0,26,0
320,299,Nosepass,30,45,135,30,45,90,5,5,127,0,5,42
321,324,Torkoal,70,85,140,20,85,70,10,10,127,0,73,0
322,302,Sableye,50,75,75,50,65,65,17,7,127,3,51,0
323,339,Barboach,50,48,43,60,46,41,11,4,127,0,12,0
324,340,Whiscash,110,78,73,60,76,71,11,4,127,0,12,0
325,370,Luvdisc,43,30,55,97,40,65,11,11,191,4,33,0
326,341,Corphish,43,80,65,35,50,35,11,11,127,2,52,75
327,342,Crawdaunt,63,120,85,55,90,55,11,17,127,2,52,75
328,349,Feebas,20,15,20,80,10,55,11,11,127,1,33,0
329,350,Milotic,95,60,79,81,100,125,11,11,127,1,63,0
330,318,Carvanha,45,90,20,65,65,20,11,17,127,5,24,0
331,319,Sharpedo,70,120,40,95,95,40,11,17,127,5,24,0
332,328,Trapinch,45,100,45,10,45,45,4,4,127,3,52,71
333,329,Vibrava,50,70,50,70,50,50,4,16,127,3,26,26
334,330,Flygon,80,100,80,100,80,80,4,16,127,3,26,26
335,296,Makuhita,72,60,30,25,20,30,1,1,63,2,47,62
336,297,Hariyama,144,120,60,50,40,60,1,1,63,2,47,62
337,309,Electrike,40,45,40,65,65,40,13,13,127,5,9,31
338,310,Manectric,70,75,60,105,105,60,13,13,127,5,9,31
339,322,Numel,60,60,40,35,65,45,10,4,127,0,12,0
340,323,Camerupt,70,100,70,40,105,75,10,4,127,0,40,0
341,363,Spheal,70,40,50,25,55,50,15,11,127,3,47,0
342,364,Sealeo,90,60,70,45,75,70,15,11,127,3,47,0
343,365,Walrein,110,80,90,65,95,90,15,11,127,3,47,0
344,331,Cacnea,50,85,40,35,85,40,12,12,127,3,8,0
345,332,Cacturne,70,115,60,55,115,60,12,17,127,3,8,0
346,361,Snorunt,50,50,50,50,50,50,15,15,127,0,39,0
347,362,Glalie,80,80,80,80,80,80,15,15,127,0,39,0
348,337,Lunatone,70,55,65,70,95,85,5,14,255,4,26,0
349,338,Solrock,70,95,85,70,55,65,5,14,255,4,26,0
350,298,Azurill,50,20,40,20,20,40,0,0,191,4,47,37
351,325,Spoink,60,25,35,60,70,80,14,14,127,4,47,20
352,326,Grumpig,80,45,65,80,90,110,14,14,127,4,47,20
353,311,Plusle,60,50,40,95,85,75,13,13,127,0,57,0
354,312,Minun,60,40,50,95,75,85,13,13,127,0,58,0
355,303,Mawile,50,85,85,50,55,55,8,8,127,4,52,22
356,307,Meditite,30,40,55,60,40,55,1,14,127,0,74,0
357,308,Medicham,60,60,75,80,60,75,1,14,127,0,74,0
358,333,Swablu,45,40,60,50,40,75,0,2,127,1,30,0
359,334,Altaria,75,70,90,80,70,105,16,2,127,1,30,0
360,360,Wynaut,95,23,48,23,23,48,14,14,127,0,23,0
361,355,Duskull,20,40,90,25,30,90,7,7,127,4,26,0
362,356,Dusclops,40,70,130,25,60,130,7,7,127,4,46,0
363,315,Roselia,50,60,45,65,100,80,12,3,127,3,30,38
364,287,Slakoth,60,60,60,30,35,35,0,0,127,5,54,0
365,288,Vigoroth,80,80,80,90,55,55,0,0,127,5,72,0
366,289,Slaking,150,160,100,100,95,65,0,0,127,5,54,0
367,316,Gulpin,70,43,53,40,43,53,3,3,127,2,64,60
368,317,Swalot,100,73,83,55,73,83,3,3,127,2,64,60
369,357,Tropius,99,68,83,51,72,87,12,2,127,5,34,0
370,293,Whismur,64,51,23,28,51,23,0,0,127,3,43,0
371,294,Loudred,84,71,43,48,71,43,0,0,127,3,43,0
372,295,Exploud,104,91,63,68,91,63,0,0,127,3,43,0
373,366,Clamperl,35,64,85,32,74,55,11,11,127,1,75,0
374,367,Huntail,55,104,105,52,94,75,11,11,127,1,33,0
375,368,Gorebyss,55,84,105,52,114,75,11,11,127,1,33,0
376,359,Absol,65,130,60,75,75,60,17,17,127,3,46,0
377,353,Shuppet,44,75,35,45,63,33,7,7,127,4,15,0
378,354,Banette,64,115,65,65,83,63,7,7,127,4,15,0
379,336,Seviper,73,100,60,65,100,60,3,3,127,2,61,0
380,335,Zangoose,73,115,60,90,60,60,0,0,127,1,17,0
381,369,Relicanth,100,90,130,55,45,65,11,5,31,5,33,69
382,304,Aron,50,70,100,30,40,40,8,5,127,5,5,69
383,305,Lairon,60,90,140,40,50,50,8,5,127,5,5,69
384,306,Aggron,70,110,180,50,60,60,8,5,127,5,5,69
385,351,Castform,70,70,70,70,70,70,0,0,127,0,59,0
386,313,Volbeat,65,73,55,85,47,75,6,6,0,1,35,68
387,314,Illumise,65,47,55,85,73,75,6,6,254,2,12,0
388,345,Lileep,66,41,77,23,61,87,5,12,31,1,21,0
389,346,Cradily,86,81,97,43,81,107,5,12,31,1,21,0
390,347,Anorith,45,95,50,75,40,50,5,6,31,1,4,0
391,348,Armaldo,75,125,100,45,70,80,5,6,31,1,4,0
392,280,Ralts,28,25,25,40,45,35,14,14,127,5,28,36
393,281,Kirlia,38,35,35,50,65,55,14,14,127,5,28,36
394,282,Gardevoir,68,65,65,80,125,115,14,14,127,5,28,36
395,371,Bagon,45,75,60,50,40,30,16,16,127,5,69,0
396,372,Shelgon,65,95,100,50,60,50,16,16,127,5,69,0
397,373,Salamence,95,135,80,100,110,80,16,2,127,5,22,0
398,374,Beldum,40,55,80,30,35,60,8,14,255,5,29,0
399,375,Metang,60,75,100,50,55,80,8,14,255,5,29,0
400,376,Metagross,80,135,130,70,95,90,8,14,255,5,29,0
401,377,Regirock,80,100,200,50,50,100,5,5,255,5,29,0
402,378,Regice,80,50,100,50,100,200,15,15,255,5,29,0
403,379,Registeel,80,75,150,50,75,150,8,8,255,5,29,0
404,382,Kyogre,100,100,90,90,150,140,11,11,255,5,2,0
405,383,Groudon,100,150,140,90,100,90,4,4,255,5,70,0
406,384,Rayquaza,105,150,90,95,150,90,16,2,255,5,77,0
407,380,Latias,80,80,90,110,110,130,16,14,254,5,26,0
408,381,Latios,80,90,80,110,130,110,16,14,0,5,26,0
409,385,Jirachi,100,100,100,100,100,100,8,14,255,5,32,0
410,386,Deoxys,50,150,50,150,150,50,14,14,255,5,46,0
411,358,Chimecho,65,50,70,65,95,80,14,14,127,4,26,0
